stata_name,stcd,year,total_hosp_cost,total_hosp_revenue,hospital_beds,bedsize_cat,teaching_hospital,system_member,level_trauma,white,rural_area,herf_cat,herf_index,non_white,log_hosp_cost,log_hosp_revenue,total_hospital_beds,total_hospital_medicare_days,total_hospital_medicaid_days,interns_and_residents,total_hospital_employees_on_payr,total_hospital_non_paid_workers,total_hospital_medicare_discharg,total_hospital_medicaid_discharg,total_hospital_discharges,own
Iowa,62,2011,7285453,7610979,13,1,0,1,0,94.5,1,1,2,5.5,15.80139,15.8451,14,374,8,,42.45,,88,2,128,1
Iowa,62,2011,8.81E+07,9.03E+07,114,4,0,1,3,89.7,0,1,2,10.3,18.29356,18.31835,120,11325,3695,1.03,622.47,,2632,901,5603,2
Iowa,62,2011,9.92E+07,9.67E+07,132,4,1,1,2,90,0,2,2,10,18.41253,18.38678,108,9829,2456,2.77,710.92,,2471,1126,4725,1
Iowa,62,2011,7.80E+07,8.27E+07,119,4,0,1,3,92.9,0,2,2,7.099998,18.17276,18.23015,98,9575,2108,,485.67,,2203,675,4236,1
Iowa,62,2011,1.08E+07,9536231,16,1,0,1,0,96.6,0,2,2,3.400002,16.19384,16.07061,25,1130,9,,76.42,,140,6,192,2
Iowa,62,2011,1.70E+07,1.71E+07,25,2,0,0,0,97.4,1,1,2,2.599998,16.65062,16.65292,25,2176,184,,203.6,,264,35,417,0
Iowa,62,2011,1.04E+07,1.04E+07,25,2,0,1,3,91.9,1,1,2,8.099998,16.16108,16.15603,25,1117,22,,82.77,,190,6,287,0
Iowa,62,2011,2.27E+07,2.38E+07,25,2,0,0,3,95.7,1,1,2,4.300003,16.93943,16.98381,25,2542,442,,194.1,,466,105,933,1
Iowa,62,2011,1.27E+07,1.43E+07,73,3,0,0,3,96.7,1,1,2,3.300003,16.35496,16.47492,17,892,121,,128.12,,129,35,234,1
Iowa,62,2011,1.24E+07,1.24E+07,25,2,0,1,0,96.9,1,1,2,3.099998,16.33433,16.32929,25,2415,122,,97.81,,515,38,651,0
Iowa,62,2011,2.90E+07,3.49E+07,50,3,0,1,3,83.9,0,2,2,16.1,17.18147,17.36677,35,2040,121,,202.63,,487,40,1035,1
Iowa,62,2011,1.69E+07,1.78E+07,22,1,0,1,3,97.3,1,1,2,2.699997,16.64423,16.69482,22,1103,17,,81.98,,162,8,230,1
Iowa,62,2011,6.62E+08,7.08E+08,567,8,1,1,2,80.7,0,2,2,19.3,20.31083,20.37826,617,58256,33774,42.78,5581.43,,10743,5107,35150,1
Iowa,62,2011,2.52E+08,3.08E+08,314,6,0,0,3,89.3,0,2,2,10.7,19.34429,19.54401,210,18399,2768,5.71,1414.38,,4411,835,9299,0
Iowa,62,2011,1.57E+07,1.72E+07,85,3,0,1,3,89.3,1,1,2,10.7,16.56933,16.66328,25,812,63,,117.28,,119,19,268,2
Iowa,62,2011,2.25E+07,2.31E+07,25,2,0,1,0,90.5,1,1,2,9.5,16.92854,16.95664,22,1764,187,,160.23,,368,49,567,1
Iowa,62,2011,5.80E+07,5.97E+07,56,3,0,1,3,80.8,0,2,2,19.2,17.87608,17.90553,48,2708,1093,,460.47,,657,450,1533,1
Iowa,62,2011,1.53E+07,1.97E+07,22,1,0,1,3,95.5,0,2,2,4.5,16.54012,16.79619,25,2181,44,,121.26,,267,23,379,1
Iowa,62,2011,1.26E+07,1.25E+07,64,3,0,1,0,95.7,1,1,2,4.300003,16.34599,16.34371,25,963,19,,131.68,,129,8,254,1
Iowa,62,2011,3.14E+08,3.40E+08,380,6,0,1,2,82.8,0,2,2,17.2,19.56568,19.64477,262,27994,9240,19.23,1371.09,,6273,2883,15216,1
Iowa,62,2011,1.50E+08,1.54E+08,234,5,0,0,3,83.1,0,2,2,16.9,18.82775,18.85135,218,15744,1893,0.32,891.58,,3220,788,7879,1
Iowa,62,2011,1.18E+08,1.25E+08,160,4,0,1,0,77.6,0,1,2,22.4,18.58868,18.64585,166,12218,11284,7.88,1013.51,,2492,1605,8628,0
Iowa,62,2011,2.35E+07,2.46E+07,78,3,0,0,3,92.7,1,1,2,7.300003,16.97184,17.01938,25,1591,419,,171.52,,277,99,600,1
Iowa,62,2011,5.90E+07,6.12E+07,105,4,0,0,3,78.2,0,2,2,21.8,17.89355,17.92892,99,5266,1781,,429.3,,1367,775,3110,1
Kansas,67,2011,1.11E+07,1.18E+07,12,1,0,0,0,85.9,0,2,2,14.1,16.21922,16.28642,12,1081,40,,74.86,,125,14,241,0
Kansas,67,2011,8967740,8193975,25,2,0,1,0,95.6,1,2,2,4.400002,16.00914,15.91891,25,1625,41,,83.34,,156,13,206,1
Kansas,67,2011,4.51E+07,3.05E+07,68,3,0,1,1,69.9,0,2,2,30.1,17.62425,17.2343,68,2882,324,,213.11,,855,281,2086,1
Kansas,67,2011,3.68E+07,3.63E+07,88,3,0,1,0,80.9,0,2,2,19.1,17.42069,17.40742,68,5378,554,,290.49,,1253,297,2154,0
Kansas,67,2011,6385292,5961755,25,2,0,0,0,93.1,0,2,2,6.900002,15.66951,15.60088,23,1256,31,,62.67,,178,4,245,1
Kansas,67,2011,2.08E+07,2.08E+07,18,1,0,0,0,93.7,0,1,2,6.300003,16.84996,16.85232,18,691,102,,136.6,,247,41,482,1
Kansas,67,2011,1.69E+08,1.51E+08,196,4,0,1,0,43.3,0,1,2,56.7,18.94362,18.83132,158,15346,4634,,964.49,,2980,1030,7404,0
Kansas,67,2011,2.17E+07,2.23E+07,93,3,0,0,0,92.9,1,2,2,7.099998,16.89322,16.92085,21,2281,137,,140.24,,253,52,478,1
Kansas,67,2011,9.01E+07,9.45E+07,110,4,0,1,0,46.4,0,2,2,53.6,18.31604,18.36362,90,5120,1902,,525.99,,944,559,2896,1
Kansas,67,2011,2738901,2498825,21,1,0,0,0,93.1,0,2,2,6.900002,14.82307,14.73133,21,1374,38,,32.37,,161,9,258,1
Kansas,67,2011,1.36E+07,1.38E+07,52,3,0,0,0,95.3,1,2,2,4.699997,16.42238,16.44149,20,1901,45,,126.16,,203,6,241,1
Kansas,67,2011,1.10E+07,1.09E+07,24,1,0,0,0,96.7,1,2,2,3.300003,16.21182,16.20098,24,1135,27,,83.63,,147,7,234,1
Kansas,67,2011,1.97E+07,1.97E+07,25,2,0,0,0,96.1,1,2,2,3.900002,16.79637,16.79574,25,3187,62,,137.87,,430,25,885,2
Kansas,67,2011,1.69E+08,1.92E+08,204,5,0,0,0,82.1,0,2,2,17.9,18.94263,19.07378,177,15908,2161,11.96,980.76,,2965,498,6971,1
Kansas,67,2011,8.53E+07,9.30E+07,111,4,0,1,3,89,0,2,2,11,18.2616,18.34791,101,11073,2793,,620.4,,2078,1043,4660,1
Kansas,67,2011,5.11E+08,0,819,8,0,1,1,69.9,0,2,2,30.1,20.05091,0,740,69208,33200,123.64,3653.4,,12687,5388,33007,1
Kansas,67,2011,7995091,7285977,16,1,0,1,0,93.3,1,2,2,6.699997,15.89434,15.80146,16,1143,40,,64.94,,187,18,274,0
Kansas,67,2011,2.01E+08,2.18E+08,230,5,0,0,0,82,0,1,2,18,19.12099,19.19907,228,19587,3455,,1209.05,,4259,545,10863,0
Kansas,67,2011,1.88E+08,2.00E+08,172,4,0,0,3,91.7,0,2,2,8.300003,19.05451,19.11442,115,15909,1166,,1093.51,,2789,203,5545,2
Kansas,67,2011,3.43E+07,3.22E+07,25,2,0,0,0,89.5,0,2,2,10.5,17.34922,17.28634,25,2376,197,,192.3,,465,234,1256,1
Kansas,67,2011,3.36E+07,3.61E+07,61,3,0,1,0,92,1,2,2,8,17.33,17.40117,49,3765,398,,233.02,,754,414,1558,1
Kansas,67,2011,4.64E+07,4.84E+07,52,3,0,0,0,91,0,2,2,9,17.65388,17.69487,53,3617,404,,306.4,,633,66,1496,2
Kansas,67,2011,1.32E+08,1.47E+08,209,5,0,0,0,86.1,0,2,2,13.9,18.70067,18.80299,149,18079,2440,,876.1,,3415,554,6315,1
Kansas,67,2011,2.66E+07,2.75E+07,159,4,0,0,3,91.1,0,2,2,8.900002,17.09468,17.13008,25,2591,81,,293.01,,308,25,570,0
Kansas,67,2011,3572741,3683368,18,1,0,1,0,89.2,1,2,2,10.8,15.08884,15.11934,25,542,7,,39.72,,57,2,75,0
Kansas,67,2011,9.76E+07,1.03E+08,110,4,0,1,2,82,0,1,2,18,18.39675,18.44562,92,7200,772,,594.18,,1947,218,4939,1
Kansas,67,2011,3.83E+07,4.19E+07,85,3,0,0,0,91.3,1,2,2,8.699997,17.46115,17.55056,47,3245,208,,283.39,,740,50,1334,0
Kansas,67,2011,4.83E+08,4.71E+08,359,6,0,0,2,75.6,0,2,2,24.4,19.99592,19.97028,378,38128,13123,1.08,3361.53,,8112,2713,21386,0
Kansas,67,2011,2.15E+07,2.07E+07,25,2,0,0,0,84,1,2,2,16,16.88247,16.84438,25,2955,220,,160.36,,451,58,861,1
Kansas,67,2011,5.70E+07,6.26E+07,103,4,0,0,0,84.6,0,2,2,15.4,17.85938,17.95283,79,6520,808,,440.47,,1152,264,2584,2
Kansas,67,2011,9160705,8503329,50,3,0,1,0,84.7,1,2,2,15.3,16.03043,15.95597,18,1566,6,,70.66,,161,3,230,2
Kansas,67,2011,9.19E+07,9.37E+07,111,4,0,1,0,79.5,0,2,2,20.5,18.33588,18.35613,96,8416,1412,,693.5,,2087,383,4577,1
Kansas,67,2011,1.01E+07,1.00E+07,25,2,0,1,0,96.7,1,2,2,3.300003,16.12908,16.1204,17,2218,24,,90.86,,170,11,271,1
Kansas,67,2011,4537417,4754652,74,3,0,0,0,95,0,2,2,5,15.32787,15.37463,25,976,,,47.28,,20,,20,0
Kansas,67,2011,1.00E+07,9598777,53,3,0,1,0,96.3,1,2,2,3.699997,16.1222,16.07715,16,1114,36,,87.11,,190,15,290,0
Kansas,67,2011,1.34E+07,1.34E+07,25,2,0,0,0,94.8,1,2,2,5.199997,16.41188,16.41248,23,2801,73,,132.48,,462,28,690,1
Kansas,67,2011,1.62E+07,1.64E+07,23,1,0,0,0,83.4,0,2,2,16.6,16.60113,16.61396,18,2001,25,,111.8,,239,10,404,1
Kansas,67,2011,3.36E+08,3.64E+08,374,6,0,1,0,82,0,1,2,18,19.63241,19.71133,321,26056,3164,0.96,2148.32,,6229,575,19070,1
Kansas,67,2011,3.33E+07,2.88E+07,53,3,0,1,0,80.3,0,1,2,19.7,17.32052,17.17753,53,2872,1317,,253.17,,700,424,1980,1
Kansas,67,2011,3.67E+07,3.42E+07,56,3,0,1,0,80.3,0,1,2,19.7,17.41902,17.34645,56,2914,455,,186.77,,689,155,1518,0
Kentucky,51,2011,1.44E+08,1.42E+08,792,5,0,1,0,96.9,0,1,2,3.099998,18.78786,18.77475,248,19090,2597,,953.5,,3471,2386,8419,1
Kentucky,51,2011,1.08E+08,1.08E+08,139,4,1,1,0,68.6,0,1,2,31.4,18.49759,18.49959,194,13847,4862,,730.76,,2803,1447,5841,2
Kentucky,51,2011,2.56E+07,2.54E+07,25,2,0,1,0,94.5,1,2,2,5.5,17.05897,17.05083,25,2440,326,,248.72,,584,110,1098,0
Kentucky,51,2011,1.28E+08,1.25E+08,133,4,0,0,0,95.4,1,2,2,4.599998,18.66738,18.64063,91,7085,1585,9.51,767.67,,1874,934,4341,0
Kentucky,51,2011,1.81E+07,1.71E+07,25,2,0,1,0,92.1,1,2,2,7.900002,16.70955,16.65243,25,2809,1,,114.74,,414,40,625,1
Kentucky,51,2011,1.83E+07,1.83E+07,43,2,0,1,0,95.4,1,2,2,4.599998,16.7222,16.72278,23,3751,824,,156.85,,612,151,997,1
Kentucky,51,2011,4.65E+07,4.84E+07,119,4,1,0,0,98.2,0,2,2,1.800003,17.65466,17.696,26,2353,474,,332.9,,599,165,1043,0
Kentucky,51,2011,4.05E+07,4.80E+07,75,3,0,1,0,96.7,1,2,2,3.300003,17.51638,17.68666,75,5586,501,,317.06,,1160,144,3035,1
Kentucky,51,2011,5.87E+08,5.40E+08,612,8,0,0,2,93.8,0,1,2,6.199997,20.19001,20.10774,428,46976,19874,,2994.96,,10385,4449,22165,1
Kentucky,51,2011,5.58E+07,5.66E+07,63,3,1,1,0,92.9,1,2,2,7.099998,17.8369,17.85087,63,5999,4494,,394.67,,1325,1397,3260,0
Kentucky,51,2011,1.62E+08,1.76E+08,277,5,1,1,0,83.9,0,1,2,16.1,18.90528,18.98664,237,23875,2121,,1054.99,,5246,648,10040,0
Kentucky,51,2011,7576022,6526175,16,1,0,0,0,97,1,2,2,3,15.8405,15.69133,16,1170,152,,74.83,,245,73,431,0
Kentucky,51,2011,1.76E+07,1.59E+07,42,2,0,0,0,96,1,2,2,4,16.68427,16.5824,42,3298,282,,132.7,,737,216,1336,0
Kentucky,51,2011,1.39E+07,1.46E+07,25,2,0,1,0,97.1,0,1,2,2.900002,16.45021,16.49593,25,2866,577,,143.59,,559,107,1031,0
Kentucky,51,2011,8.22E+07,8.17E+07,139,4,1,0,0,97.9,1,2,2,2.099998,18.22523,18.21819,127,9932,2584,,403.44,,2065,2227,5987,1
Kentucky,51,2011,1.87E+07,0,49,2,0,1,0,94.1,1,2,2,5.900002,16.74392,0,49,6496,1495,,210.14,,1274,490,2184,1
Kentucky,51,2011,4.60E+08,4.51E+08,329,6,1,0,1,70.5,0,1,2,29.5,19.94621,19.92682,345,22073,9570,254.82,2340.35,,3799,1203,17395,1
Kentucky,51,2011,8.15E+08,8.26E+08,462,7,1,1,2,70.5,0,1,2,29.5,20.5181,20.53227,965,73560,41328,57.34,3990.34,,13544,1856,33337,2
Kentucky,51,2011,1.48E+07,1.36E+07,796,2,0,1,2,97.9,1,2,2,2.099998,16.51218,16.42314,25,1730,215,,113.37,,382,203,799,1
Kentucky,51,2011,6.90E+07,9.95E+07,40,2,0,1,0,90.9,0,1,2,9.099998,18.04988,18.41554,40,4134,130,,350.49,,1155,45,2427,0
Kentucky,51,2011,3.03E+08,3.09E+08,366,6,1,1,0,73,0,2,2,27,19.52934,19.5477,298,44765,3199,2.16,1674.24,,8220,567,15948,0
Kentucky,51,2011,6.14E+08,6.56E+08,510,8,1,1,0,89.8,0,1,2,10.2,20.23593,20.30213,469,50897,16107,23.16,3328.13,,9691,4604,32527,1
Kentucky,51,2011,1.74E+07,2.07E+07,25,2,0,1,0,86.2,1,2,2,13.8,16.67402,16.8455,25,5427,336,,127.58,,683,88,1112,0
Kentucky,51,2011,1.36E+07,1.25E+07,796,2,0,1,2,93.7,1,2,2,6.300003,16.42483,16.34421,25,1480,100,,93.58,,347,65,532,0
Kentucky,51,2011,3.21E+08,3.24E+08,228,5,1,0,0,97.6,1,2,2,2.400002,19.58799,19.59664,221,25803,10396,8.92,1603.33,,4973,2784,9852,0
Kentucky,51,2011,3.26E+07,3.24E+07,105,4,0,1,0,93,0,2,2,7,17.30095,17.29232,90,4213,1602,,335.71,,1024,392,2090,1
Kentucky,51,2011,3.59E+07,3.48E+07,796,4,1,1,2,97.6,1,2,2,2.400002,17.39549,17.365,88,5142,428,,268.26,,1166,572,2544,0
Kentucky,51,2011,1.45E+08,1.53E+08,197,4,1,0,0,89.4,0,2,2,10.6,18.79268,18.84513,208,15301,4892,14.93,883,7.43,3249,1545,6736,2
Kentucky,51,2011,1.50E+07,1.51E+07,25,2,0,0,0,94.9,1,2,2,5.099998,16.52238,16.52844,25,2574,337,,136.45,,417,151,838,1
Kentucky,51,2011,4.66E+08,4.77E+08,792,8,0,1,0,70.5,0,1,2,29.5,19.96039,19.98403,468,64525,1419,,2789.37,,11447,1338,25106,1
Kentucky,51,2011,1.26E+09,1.44E+09,340,6,0,1,2,70.5,0,1,2,29.5,20.95814,21.08581,1252,93229,17620,149.87,6657.91,,17495,2220,60970,0
Kentucky,51,2011,1.44E+07,1.54E+07,25,2,0,1,3,98.2,1,2,2,1.800003,16.48229,16.55031,25,1963,301,,119.34,,422,126,740,1
Kentucky,51,2011,3.30E+08,3.71E+08,372,6,0,0,0,90,0,2,2,10,19.61412,19.73195,427,36148,14598,,2369.6,,7880,3434,16816,1
Kentucky,51,2011,3.27E+07,3.35E+07,796,3,1,1,0,95.1,0,2,2,4.900002,17.30299,17.32757,73,5563,1101,,230.18,,1205,996,2916,0
Kentucky,51,2011,5.30E+07,6.36E+07,796,4,0,1,0,95.7,1,2,2,4.300003,17.78527,17.96801,73,7223,1981,,348.84,,1954,897,3956,1
Kentucky,51,2011,1.59E+08,1.40E+08,192,4,1,0,0,88.2,0,1,2,11.8,18.88395,18.75411,167,11427,2230,6.25,884.98,,2071,1483,5143,1
Kentucky,51,2011,3.39E+07,3.65E+07,796,3,1,1,2,98.4,1,2,2,1.599998,17.33771,17.41161,82,6692,1349,,239.7,,1568,857,3511,1
Kentucky,51,2011,5.39E+07,5.08E+07,108,4,0,1,2,89.2,0,1,2,10.8,17.80196,17.74307,90,4984,543,,325.11,,1071,490,2911,0
Kentucky,51,2011,7.12E+07,7.12E+07,66,3,0,1,0,90.4,0,2,2,9.599998,18.08143,18.08132,66,6314,3617,,511.16,,1371,785,3218,0
Kentucky,51,2011,3.01E+07,2.89E+07,150,4,1,0,0,95.1,0,2,2,4.900002,17.22008,17.17953,106,7250,926,,284.84,,1351,209,2596,1
Maryland,32,2011,4.12E+08,4.17E+08,271,5,1,1,1,28,0,2,0,72,19.83763,19.84748,231,29996,7614,82,2186.42,,6307,2928,14972,1
Maryland,32,2011,1.43E+08,1.52E+08,158,4,0,1,0,49.3,0,2,1,50.7,18.77649,18.83767,158,20090,2107,,908.92,,4615,1150,9858,1
Maryland,32,2011,1.29E+09,1.48E+09,819,8,1,1,1,28,0,2,0,72,20.97446,21.11618,681,65617,30292,608.13,7346.23,,9161,4183,38502,1
Maryland,32,2011,1.27E+08,1.36E+08,115,4,0,1,0,76.5,0,2,2,23.5,18.66241,18.72857,106,11396,1091,,887.71,,3219,1527,8680,2
Maryland,32,2011,1.38E+08,1.40E+08,89,3,0,1,0,28,0,2,0,72,18.74484,18.75637,127,8615,12178,,784.49,,1700,2651,6682,0
