stata_name,stcd,year,total_hosp_cost,total_hosp_revenue,hospital_beds,bedsize_cat,teaching_hospital,system_member,level_trauma,white,rural_area,herf_cat,herf_index,non_white,log_hosp_cost,log_hosp_revenue,total_hospital_beds,total_hospital_medicare_days,total_hospital_medicaid_days,interns_and_residents,total_hospital_employees_on_payr,total_hospital_non_paid_workers,total_hospital_medicare_discharg,total_hospital_medicaid_discharg,total_hospital_discharges,own
Iowa,62,2012,2.71E+08,3.31E+08,314,6,0,0,3,89.3,0,2,2,10.7,19.41761,19.61617,216.3,18766.98,2823.36,5.71,1697.256,,4905.032,835,9299,0
Iowa,62,2012,2.30E+07,2.38E+07,78,3,0,0,3,92.7,1,1,2,7.300003,16.9517,16.98368,25.75,1734,288.66,,176.76,,192.376,69,348,0
Iowa,62,2012,2.33E+07,2.46E+07,25,2,0,0,3,95.7,1,1,2,4.300003,16.96561,17.01683,25.75,2592.84,450.84,,232.92,,518.192,105,933,2
Iowa,62,2012,2.19E+07,2.13E+07,25,2,0,0,3,95.7,1,1,2,4.300003,16.89983,16.87222,60.77,5111.22,888.42,,479.916,,920.736,349,1796,0
Iowa,62,2012,1.32E+07,1.35E+07,73,3,0,0,3,96.7,1,1,2,3.300003,16.39643,16.41931,25.75,1622.82,427.38,,205.824,,308.024,99,600,2
Iowa,62,2012,4.38E+07,4.50E+07,49,2,0,0,3,93.6,1,1,2,6.400002,17.59442,17.62258,17.51,909.84,123.42,,153.744,,143.448,35,234,0
Iowa,62,2012,3.11E+07,3.09E+07,25,2,0,0,3,97.9,1,1,2,2.099998,17.2512,17.24778,50.47,2709.12,543.66,,385.236,,750.6,144,1429,0
Iowa,62,2012,6.17E+07,6.72E+07,155,4,0,0,3,96.7,1,1,2,3.300003,17.93786,18.0238,25.75,1853.34,141.78,,197.256,,346.944,39,494,0
Iowa,62,2012,2.68E+07,2.83E+07,25,2,0,0,4,95.6,0,2,2,4.400002,17.10229,17.15769,25.75,2379.66,280.5,,248.964,,380.304,104,689,0
Iowa,62,2012,1.24E+08,1.34E+08,160,4,0,1,0,77.6,0,1,2,22.4,18.63491,18.71272,25.75,1152.6,9.18,,91.70399,,155.68,6,192,0
Iowa,62,2012,8.99E+07,9.83E+07,319,6,0,1,0,92.5,0,2,2,7.5,18.31369,18.40323,170.98,12462.36,11509.68,7.88,1216.212,,2771.104,1605,8628,0
Iowa,62,2012,9776949,1.10E+07,16,1,0,1,0,96.6,0,2,2,3.400002,16.09554,16.21565,135.96,9960.3,2061.42,,760.356,,2695.488,874,4453,0
Iowa,62,2012,2.27E+07,2.46E+07,25,2,0,1,0,90.5,1,1,2,9.5,16.93791,17.01967,14.42,381.48,8.16,,50.94,,97.856,2,128,1
Iowa,62,2012,1.28E+07,1.28E+07,64,3,0,1,0,95.7,1,1,2,4.300003,16.36235,16.3668,22.66,1799.28,190.74,,192.276,,409.216,49,567,0
Iowa,62,2012,2.29E+07,2.74E+07,45,2,0,1,0,96.8,1,1,2,3.199997,16.94624,17.12724,25.75,2612.22,569.16,,201.252,,479.272,131,760,0
Iowa,62,2012,1.28E+07,1.29E+07,25,2,0,1,0,96.9,1,1,2,3.099998,16.36398,16.36896,25.75,982.26,19.38,,158.016,,143.448,8,254,0
Iowa,62,2012,3.00E+08,3.45E+08,380,6,0,1,2,82.8,0,2,2,17.2,19.52039,19.65946,269.86,28553.88,9424.8,19.23,1645.308,,6975.576,2883,15216,0
Iowa,62,2012,2.00E+08,2.22E+08,201,5,0,1,3,83.9,0,2,2,16.1,19.11286,19.21668,207.03,21864.72,9242.22,8.21,1437.504,,5930.296,2362,10777,0
Iowa,62,2012,3.14E+08,3.37E+08,363,6,0,1,3,89.3,0,2,2,10.7,19.5662,19.63528,100.94,9766.5,2150.16,,582.804,,2449.736,675,4236,0
Iowa,62,2012,1.70E+07,2.17E+07,22,1,0,1,3,95.5,0,2,2,4.5,16.65009,16.89192,36.05,2080.8,123.42,,243.156,,541.544,40,1035,0
Iowa,62,2012,2.91E+07,3.64E+07,50,3,0,1,3,83.9,0,2,2,16.1,17.18706,17.40888,49.44,2762.16,1114.86,,552.564,,730.584,450,1533,0
Iowa,62,2012,9.21E+07,1.03E+08,119,4,0,1,3,92.9,0,2,2,7.099998,18.33813,18.44742,295.61,21198.66,16031.34,15.18,2435.316,,5368.736,2851,16395,0
Iowa,62,2012,1.63E+07,1.76E+07,85,3,0,1,3,89.3,1,1,2,10.7,16.60624,16.68074,25.75,1139.34,22.44,,99.324,,211.28,6,287,0
Iowa,62,2012,1.67E+07,1.76E+07,22,1,0,1,3,97.3,1,1,2,2.699997,16.63115,16.68288,22.66,1125.06,17.34,,98.37601,,180.144,8,230,0
Iowa,62,2012,2.83E+07,3.00E+07,90,3,0,1,3,89.3,1,1,2,10.7,17.1585,17.21671,21.63,755.82,244.8,,311.016,,171.248,32,536,0
Iowa,62,2012,2.30E+07,2.36E+07,16,1,0,1,4,97.3,0,1,2,2.699997,16.94921,16.97556,25.75,1560.6,78.54,,133.368,,366.96,31,462,0
Iowa,62,2012,5892051,5971517,16,1,0,1,4,96.9,1,1,2,3.099998,15.58912,15.60251,16.48,622.2,20.4,,50.22,,140.112,7,179,0
Iowa,62,2012,9.48E+07,9.93E+07,132,4,1,1,2,90,0,2,2,10,18.36766,18.41396,459.38,48150.12,25511.22,59.33,3042.012,,9175.112,3806,26834,0
Iowa,62,2012,3.16E+08,3.23E+08,240,5,1,1,2,92.6,0,2,2,7.400002,19.57282,19.5918,111.24,10025.58,2505.12,2.77,853.104,,2747.752,1126,4725,0
Iowa,62,2012,2.27E+08,2.39E+08,243,5,1,1,2,83.9,0,2,2,16.1,19.24249,19.29302,217.33,23622.18,7148.16,19.68,2165.664,,6325.056,2579,12142,0
Iowa,62,2012,3.89E+08,5.22E+08,415,7,1,1,2,80.7,0,2,2,19.3,19.77884,20.07321,635.51,59421.12,34449.48,42.78,6697.716,,11946.216,5107,35150,0
Iowa,62,2012,5.12E+08,5.69E+08,567,8,1,1,2,80.7,0,2,2,19.3,20.05353,20.15893,635.51,59421.12,34449.48,42.78,6697.716,,11946.216,5107,35150,0
Kansas,67,2012,1.66E+07,1.70E+07,23,1,0,0,0,83.4,0,2,2,16.6,16.62671,16.65023,18.54,2041.02,25.5,,134.16,,265.768,10,404,0
Kansas,67,2012,6795642,6778724,25,2,0,0,0,93.1,0,2,2,6.900002,15.73179,15.7293,23.69,1281.12,31.62,,75.20399,,197.936,4,245,0
Kansas,67,2012,9618917,1.04E+07,819,1,0,0,0,91.1,0,2,2,8.900002,16.07924,16.15797,18.54,704.82,104.04,,163.92,,274.664,41,482,0
Kansas,67,2012,2.01E+07,2.57E+07,18,1,0,0,0,93.7,0,1,2,6.300003,16.81837,17.06307,182.31,16226.16,2204.22,11.96,1176.912,,3297.08,498,6971,0
Kansas,67,2012,6.27E+07,6.33E+07,103,4,0,0,0,84.6,0,2,2,15.4,17.95422,17.96331,54.59,3689.34,412.08,,367.68,,703.896,66,1496,0
Kansas,67,2012,1.19E+07,1.18E+07,12,1,0,0,0,85.9,0,2,2,14.1,16.28905,16.28577,25.75,2423.52,200.94,,230.76,,517.08,234,1256,0
Kansas,67,2012,1.69E+08,2.31E+08,204,5,0,0,0,82.1,0,2,2,17.9,18.94666,19.25864,25.75,995.52,,,56.736,,22.24,,20,0
Kansas,67,2012,3.59E+07,3.67E+07,25,2,0,0,0,89.5,0,2,2,10.5,17.39642,17.41959,81.37,6650.4,824.16,,528.564,,1281.024,264,2584,1
Kansas,67,2012,1.22E+08,1.36E+08,209,5,0,0,0,86.1,0,2,2,13.9,18.62174,18.72832,12.36,1102.62,40.8,,89.832,,139,14,241,0
Kansas,67,2012,1.98E+08,2.45E+08,230,5,0,0,0,82,0,1,2,18,19.10278,19.31515,234.84,19978.74,3524.1,,1450.86,,4736.008,545,10863,0
Kansas,67,2012,5.27E+07,5.93E+07,52,3,0,0,0,91,0,2,2,9,17.77926,17.89842,153.47,18440.58,2488.8,,1051.32,,3797.48,554,6315,0
Kansas,67,2012,1.12E+07,1.19E+07,24,1,0,0,0,96.7,1,2,2,3.300003,16.22744,16.28788,21.63,2326.62,139.74,,168.288,,281.336,52,478,0
Kansas,67,2012,1.37E+07,1.38E+07,25,2,0,0,0,94.8,1,2,2,5.199997,16.43447,16.44094,23.69,2857.02,74.46,,158.976,,513.744,28,690,0
Kansas,67,2012,2.25E+07,2.38E+07,93,3,0,0,0,92.9,1,2,2,7.099998,16.92885,16.98337,25.75,3250.74,63.24,,165.444,,478.16,25,885,1
Kansas,67,2012,1.10E+07,1.12E+07,25,2,0,0,0,95.3,1,2,2,4.699997,16.21004,16.22881,48.41,3309.9,212.16,,340.068,,822.88,50,1334,1
Kansas,67,2012,2.35E+07,2.29E+07,25,2,0,0,0,84,1,2,2,16,16.97272,16.94775,20.6,1939.02,45.9,,151.392,,225.736,6,241,1
Kansas,67,2012,2.13E+07,2.11E+07,25,2,0,0,0,96.1,1,2,2,3.900002,16.87547,16.86332,25.75,3014.1,224.4,,192.432,,501.512,58,861,1
Kansas,67,2012,5.26E+08,5.68E+08,359,6,0,0,2,75.6,0,2,2,24.4,20.07989,20.15782,389.34,38890.56,13385.46,1.08,4033.836,,9020.544,2713,21386,0
Kansas,67,2012,2.87E+07,2.85E+07,159,4,0,0,3,91.1,0,2,2,8.900002,17.17295,17.16558,25.75,2642.82,82.62,,351.612,,342.496,25,570,0
Kansas,67,2012,1.84E+08,1.95E+08,172,4,0,0,3,91.7,0,2,2,8.300003,19.03306,19.08723,118.45,16227.18,1189.32,,1312.212,,3101.368,203,5545,1
Kansas,67,2012,9.81E+07,1.01E+08,110,4,0,1,0,46.4,0,2,2,53.6,18.40182,18.42962,162.74,15652.92,4726.68,,1157.388,,3313.76,1030,7404,0
Kansas,67,2012,3.61E+07,2.93E+07,53,3,0,1,0,80.3,0,1,2,19.7,17.40226,17.19158,98.88,8584.32,1440.24,,832.2,,2320.744,383,4577,0
Kansas,67,2012,4.03E+07,4.32E+07,88,3,0,1,0,80.9,0,1,2,19.1,17.5122,17.58123,57.68,2972.28,464.1,,224.124,,766.168,155,1518,1
Kansas,67,2012,3.41E+08,3.72E+08,374,6,0,1,0,82,0,1,2,18,19.64674,19.73325,54.59,2929.44,1343.34,,303.804,,778.4,424,1980,1
Kansas,67,2012,1.04E+07,1.01E+07,53,3,0,1,0,96.3,1,2,2,3.699997,16.15457,16.13236,18.54,1597.32,6.12,,84.79201,,179.032,3,230,2
Kansas,67,2012,4882768,5235593,18,1,0,1,0,89.2,1,2,2,10.8,15.40122,15.47099,25.75,552.84,7.14,,47.664,,63.384,2,75,0
Kansas,67,2012,9725233,9653357,50,3,0,1,0,84.7,1,2,2,15.3,16.09023,16.08282,17.51,2262.36,24.48,,109.032,,189.04,11,271,0
Kansas,67,2012,1.08E+07,1.08E+07,25,2,0,1,0,96.7,1,2,2,3.300003,16.19357,16.19145,50.47,3840.3,405.96,,279.624,,838.448,414,1558,1
Kansas,67,2012,3.38E+07,3.40E+07,61,3,0,1,0,92,1,2,2,8,17.33586,17.34254,25.75,1657.5,41.82,,100.008,,173.472,13,206,1
Kansas,67,2012,8388897,7450938,16,1,0,1,0,93.3,1,2,2,6.699997,15.94242,15.82385,16.48,1136.28,36.72,,104.532,,211.28,15,290,1
Kansas,67,2012,9371260,8448495,25,2,0,1,0,95.6,1,2,2,4.400002,16.05316,15.9495,16.48,1165.86,40.8,,77.928,,207.944,18,274,1
Kansas,67,2012,4.47E+07,4.09E+07,68,3,0,1,1,69.9,0,2,2,30.1,17.61559,17.52709,70.04,2939.64,330.48,,255.732,,950.76,281,2086,2
Kansas,67,2012,1.15E+08,1.10E+08,110,4,0,1,2,82,0,1,2,18,18.55751,18.51465,94.76,7344,787.44,,713.016,,2165.064,218,4939,2
Kentucky,51,2012,3.79E+08,3.75E+08,372,6,0,0,0,90,0,2,2,10,19.7523,19.74348,439.81,36870.96,14889.96,,2843.52,,8762.56,3434,16816,0
Kentucky,51,2012,1.25E+08,1.52E+08,133,4,0,0,0,95.4,1,1,2,4.599998,18.64699,18.83665,43.26,3363.96,287.64,,159.24,,819.544,216,1336,0
Kentucky,51,2012,1.93E+07,1.96E+07,25,2,0,0,0,94.9,1,1,2,5.099998,16.778,16.79258,25.75,2625.48,343.74,,163.74,,463.704,151,838,1
Kentucky,51,2012,1.10E+07,1.13E+07,25,2,0,0,0,95.6,1,1,2,4.400002,16.20925,16.2417,93.73,7226.7,1616.7,9.51,921.204,,2083.888,934,4341,1
Kentucky,51,2012,7632700,6868272,16,1,0,0,0,97,1,1,2,3,15.84795,15.74242,16.48,1193.4,155.04,,89.79601,,272.44,73,431,0
Kentucky,51,2012,1.78E+07,1.63E+07,42,2,0,0,0,96,1,1,2,4,16.69238,16.60731,16.48,1193.4,155.04,,89.79601,,272.44,73,431,1
Kentucky,51,2012,3.34E+07,3.17E+07,105,4,0,1,0,93,0,2,2,7,17.32506,17.27194,25.75,2923.32,588.54,,172.308,,621.608,107,1031,2
Kentucky,51,2012,6.26E+07,7.89E+07,40,2,0,1,0,90.9,0,1,2,9.099998,17.9526,18.18357,41.2,4216.68,132.6,,420.588,,1284.36,45,2427,2
Kentucky,51,2012,1.47E+08,1.26E+08,792,5,0,1,0,96.9,0,2,2,3.099998,18.80524,18.65107,92.7,4297.26,1634.04,,402.852,,1138.688,392,2090,1
Kentucky,51,2012,4.78E+08,4.81E+08,792,8,0,1,0,70.5,0,1,2,29.5,19.98471,19.99165,67.98,6440.28,3689.34,,613.392,,1524.552,785,3218,2
Kentucky,51,2012,1.66E+07,1.61E+07,25,2,0,1,0,97.1,0,1,2,2.900002,16.62412,16.5959,255.44,19471.8,2648.94,,1144.2,,3859.752,2386,8419,1
Kentucky,51,2012,7.81E+07,7.30E+07,66,3,0,1,0,90.4,0,2,2,9.599998,18.17391,18.10621,482.04,65815.5,1447.38,,3347.244,,12729.064,1338,25106,1
Kentucky,51,2012,5.19E+07,5.63E+07,821,4,0,1,0,95.7,1,1,2,4.300003,17.76396,17.84569,75.19,7367.46,2020.62,,418.608,,2172.848,897,3956,1
Kentucky,51,2012,1.45E+07,1.47E+07,821,2,0,1,0,98.6,1,1,2,1.400002,16.49307,16.50377,23.69,3826.02,840.48,,188.22,,680.544,151,997,1
Kentucky,51,2012,1.68E+07,1.61E+07,25,2,0,1,0,92.1,1,1,2,7.900002,16.63482,16.59494,25.75,2865.18,1.02,,137.688,,460.368,40,625,0
Kentucky,51,2012,3.66E+07,4.32E+07,75,3,0,1,0,96.7,1,1,2,3.300003,17.41567,17.58228,25.75,2488.8,332.52,,298.464,,649.408,110,1098,1
Kentucky,51,2012,1.87E+07,1.84E+07,49,2,0,1,0,94.1,1,1,2,5.900002,16.74245,16.72578,77.25,5697.72,511.02,,380.472,,1289.92,144,3035,1
Kentucky,51,2012,1.76E+07,2.08E+07,25,2,0,1,0,86.2,1,1,2,13.8,16.68562,16.85138,50.47,6625.92,1524.9,,252.168,,1416.688,490,2184,1
Kentucky,51,2012,2.89E+07,2.89E+07,25,2,0,1,0,94.5,1,1,2,5.5,17.17966,17.18092,25.75,5535.54,342.72,,153.096,,759.496,88,1112,1
Kentucky,51,2012,1.84E+07,1.87E+07,43,2,0,1,0,95.4,1,1,2,4.599998,16.72705,16.74427,25.75,5535.54,342.72,,153.096,,759.496,88,1112,0
Kentucky,51,2012,1.36E+09,1.57E+09,700,6,0,1,2,70.5,0,1,2,29.5,21.02735,21.17433,1289.56,95093.58,17972.4,149.87,7989.492,,19454.44,2220,60970,0
Kentucky,51,2012,5.07E+07,5.22E+07,108,4,0,1,2,89.2,0,1,2,10.8,17.74094,17.77124,92.7,5083.68,553.86,,390.132,,1190.952,490,2911,2
Kentucky,51,2012,1.48E+07,1.44E+07,821,2,0,1,2,97.9,1,1,2,2.099998,16.51253,16.47939,25.75,1764.6,219.3,,136.044,,424.784,203,799,0
Kentucky,51,2012,1.27E+07,1.37E+07,821,2,0,1,2,93.7,1,1,2,6.300003,16.35825,16.43481,25.75,1509.6,102,,112.296,,385.864,65,532,0
Kentucky,51,2012,1.79E+07,1.72E+07,25,2,0,1,3,98.2,1,1,2,1.800003,16.70172,16.66283,25.75,2002.26,307.02,,143.208,,469.264,126,740,0
Kentucky,51,2012,1.47E+08,1.42E+08,192,4,1,0,0,88.2,0,2,2,11.8,18.80364,18.77329,26.78,2400.06,483.48,,399.48,,666.088,165,1043,0
Kentucky,51,2012,2.98E+07,2.55E+07,150,4,1,0,0,95.1,0,2,2,4.900002,17.21142,17.05243,109.18,7395,944.52,,341.808,,1502.312,209,2596,0
Kentucky,51,2012,1.55E+08,1.60E+08,197,4,1,0,0,89.4,0,2,2,10.6,18.8558,18.8928,214.24,15607.02,4989.84,14.93,1059.6,8.3216,3612.888,1545,6736,1
Kentucky,51,2012,8.46E+07,8.08E+07,139,4,1,0,0,97.9,1,1,2,2.099998,18.25287,18.20724,130.81,10130.64,2635.68,,484.128,,2296.28,2227,5987,0
Kentucky,51,2012,4.56E+08,4.69E+08,329,6,1,0,1,70.5,0,1,2,29.5,19.93835,19.96696,355.35,22514.46,9761.4,254.82,2808.42,,4224.488,1203,17395,0
Kentucky,51,2012,1.01E+08,1.11E+08,139,4,1,1,0,68.6,0,1,2,31.4,18.43089,18.52297,483.07,51914.94,16429.14,23.16,3993.756,,10776.392,4604,32527,0
Kentucky,51,2012,1.62E+08,1.80E+08,277,5,1,1,0,83.9,0,1,2,16.1,18.90545,19.00987,199.82,14123.94,4959.24,,876.912,,3116.936,1447,5841,2
Kentucky,51,2012,6.20E+08,7.10E+08,510,8,1,1,0,89.8,0,1,2,10.2,20.24509,20.38037,75.19,5674.26,1123.02,,276.216,,1339.96,996,2916,1
Kentucky,51,2012,3.03E+08,3.10E+08,366,6,1,1,0,73,0,2,2,27,19.53067,19.55338,306.94,45660.3,3262.98,2.16,2009.088,,9140.64,567,15948,0
Kentucky,51,2012,3.22E+07,3.25E+07,821,3,1,1,0,95.1,0,2,2,4.900002,17.28662,17.29538,244.11,24352.5,2163.42,,1265.988,,5833.552,648,10040,1
Kentucky,51,2012,5.51E+07,5.77E+07,63,3,1,1,0,92.9,1,1,2,7.099998,17.82448,17.87029,64.89,6118.98,4583.88,,473.604,,1473.4,1397,3260,2
Kentucky,51,2012,3.63E+07,3.63E+07,821,4,1,1,2,97.6,1,1,2,2.400002,17.40714,17.40614,90.64,5244.84,436.56,,321.912,,1296.592,572,2544,1
Kentucky,51,2012,3.67E+07,4.19E+07,821,3,1,1,2,98.4,1,1,2,1.599998,17.41744,17.55165,84.46,6825.84,1375.98,,287.64,,1743.616,857,3511,1
Maryland,32,2012,4.96E+08,5.41E+08,401,7,0,0,0,72.4,0,2,2,27.6,20.02239,20.10984,54.59,8790.36,441.66,,688.8,,2249.576,102,3054,1
Maryland,32,2012,1.82E+08,1.85E+08,150,4,0,0,0,14.9,0,1,2,85.1,19.02065,19.03549,97.85,11656.56,4321.74,,953.64,,3768.568,1409,8683,1
Maryland,32,2012,2.08E+08,2.33E+08,195,4,0,0,0,91.2,0,2,2,8.800003,19.15217,19.2662,318.27,49119.12,12318.54,,2554.8,,9151.76,2385,18694,1
Maryland,32,2012,1.23E+08,1.25E+08,116,4,0,0,0,79.7,0,1,2,20.3,18.6316,18.64725,225.57,27293.16,4913.34,,1434.468,,5605.592,914,12029,0
Maryland,32,2012,3.40E+08,3.42E+08,308,6,0,0,0,77.8,0,1,2,22.2,19.6442,19.65156,346.08,49484.28,5260.14,,3181.956,,12046.296,750,27220,0
Maryland,32,2012,9.79E+07,1.01E+08,58,3,0,0,0,80.3,0,2,2,19.7,18.39902,18.43202,207.03,22291.08,3840.3,,1627.08,,6489.632,2565,12272,1
Maryland,32,2012,2.91E+08,3.06E+08,373,6,0,0,3,88.2,0,1,2,11.8,19.48784,19.53936,373.89,46123.38,3089.58,,2520.84,,10299.344,545,19185,2
Maryland,32,2012,1.38E+08,1.24E+08,320,6,0,1,0,62.7,0,2,1,37.3,18.74216,18.63281,127.72,16801.44,1015.92,,783.972,,3735.208,314,7767,1
Maryland,32,2012,1.23E+08,1.33E+08,115,4,0,1,0,76.5,0,2,2,23.5,18.62931,18.7063,109.18,11623.92,1112.82,,1065.252,,3579.528,1527,8680,1
Maryland,32,2012,1.04E+08,1.16E+08,124,4,0,1,0,48.4,0,1,2,51.6,18.46108,18.56616,162.74,20491.8,2149.14,,1090.704,,5131.88,1150,9858,2
Maryland,32,2012,3.80E+08,4.17E+08,425,7,0,1,0,49.3,0,1,2,50.7,19.75541,19.8495,291.49,32251.38,1575.9,,1849.2,,7814.024,332,16402,0
Maryland,32,2012,1.25E+08,1.15E+08,89,3,0,1,0,28,0,2,0,72,18.64067,18.5626,130.81,8787.3,12421.56,,941.388,,1890.4,2651,6682,0
Maryland,32,2012,1.43E+08,1.51E+08,158,4,0,1,0,49.3,0,1,2,50.7,18.78129,18.83073,468.65,38460.12,32487,23.33,3031.2,,8445.64,7788,36254,0
Maryland,32,2012,5.54E+07,5.65E+07,47,2,0,1,0,78.1,1,0,2,21.9,17.83046,17.84963,47.38,7812.18,291.72,,434.196,,1827.016,117,2808,2
Maryland,32,2012,3.38E+08,3.38E+08,321,6,0,1,1,72.4,0,2,2,27.6,19.6395,19.63899,317.24,43495.86,2819.28,,2412.564,,9482.024,631,19359,1
Maryland,32,2012,2.26E+08,2.44E+08,107,4,0,1,1,79,0,2,2,21,19.23784,19.31413,256.47,28298.88,4246.26,,1603.2,,6002.576,2482,19000,1
Maryland,32,2012,2.35E+08,2.54E+08,256,5,0,1,1,59.2,0,2,2,40.8,19.27461,19.35393,985.71,80285.22,29851.32,841.23,10272.4,,12505.552,13647,48423,1
Maryland,32,2012,1.93E+09,2.00E+09,912,8,0,1,1,28,0,2,0,72,21.38308,21.41874,193.64,28031.64,3857.64,,1405.344,,6736.496,667,12014,0
Maryland,32,2012,2.63E+08,3.02E+08,234,5,0,1,2,49.3,0,1,2,50.7,19.38935,19.5255,132.87,14068.86,6907.44,,792.24,,2086.112,2228,6457,0
Maryland,32,2012,1.21E+08,1.19E+08,124,4,0,1,2,14.9,0,1,2,85.1,18.60952,18.59643,239.99,33017.4,1258.68,15.07,1580.22,,7599.408,266,14156,1
Maryland,32,2012,5.68E+08,5.66E+08,518,8,0,1,2,28,0,2,0,72,20.15719,20.15354,444.96,48742.74,17910.18,144.7,3676.08,,7996.392,6699,21208,1
Maryland,32,2012,3.79E+08,4.12E+08,249,5,1,0,0,62.7,0,2,1,37.3,19.75336,19.83738,357.41,31533.3,5574.3,60.6,3165.6,,7295.832,1123,18065,0
Maryland,32,2012,4.05E+08,4.47E+08,372,6,1,1,0,28,0,2,0,72,19.81862,19.91804,279.13,29411.7,13229.4,,1454.856,,5532.2,2389,16249,0
Maryland,32,2012,4.50E+08,4.50E+08,368,6,1,1,0,62.7,0,2,1,37.3,19.92428,19.92523,380.07,45755.16,9017.82,70.61,3602.268,,10152.56,5964,24530,0
Maryland,32,2012,1.02E+08,1.02E+08,104,4,1,1,0,62.7,0,2,0,37.3,18.44503,18.4429,281.19,41638.44,4756.26,36.18,2410.8,,8742.544,2141,15776,0
Maryland,32,2012,1.98E+08,2.04E+08,187,4,1,1,1,28,0,2,0,72,19.10551,19.13561,168.92,14695.14,5361.12,38.76,1328.4,,2940.128,1259,9507,1
Maryland,32,2012,1.35E+09,1.50E+09,819,8,1,1,1,28,0,2,0,72,21.02254,21.12973,184.37,19004.64,4493.1,44.24,1502.196,,3779.688,3690,11637,0
Maryland,32,2012,3.98E+08,3.97E+08,271,5,1,1,1,28,0,2,0,72,19.80319,19.79949,237.93,30595.92,7766.28,82,2623.704,,7013.384,2928,14972,2
Maryland,32,2012,1.91E+08,1.88E+08,212,5,1,1,1,28,0,2,0,72,19.06771,19.0498,701.43,66929.34,30897.84,608.13,8815.476,,10187.032,4183,38502,1
Maryland,32,2012,2.36E+08,2.60E+08,230,5,1,1,2,62.7,0,2,1,37.3,19.28114,19.37634,450.11,56328.48,13086.6,130.62,4343.592,,10999.904,2820,29301,0
Maryland,32,2012,6.74E+08,7.08E+08,456,7,1,1,2,28,0,2,0,72,20.32903,20.3786,450.11,56328.48,13086.6,130.62,4343.592,,10999.904,2820,29301,0
Michigan,44,2012,1.63E+08,1.63E+08,169,4,0,0,0,92.5,0,2,2,7.5,18.90696,18.90985,25.75,935.34,150.96,,351.528,,448.136,59,1322,0
Michigan,44,2012,1.13E+08,1.17E+08,78,3,0,0,0,79.8,0,2,2,20.2,18.53882,18.58035,179.22,19806.36,3197.7,,1295.028,,4445.776,437,9183,0
Michigan,44,2012,4.20E+08,4.41E+08,305,6,0,0,0,85.9,0,2,2,14.1,19.85648,19.90522,375.95,34742.22,3788.28,,3387.912,,8414.504,738,17324,0
Michigan,44,2012,4.81E+07,5.63E+07,80,3,0,0,0,76,0,2,2,24,17.68801,17.84654,35.02,4223.82,,,,,523.752,,610,1
Michigan,44,2012,2.33E+08,2.37E+08,84,3,0,0,0,49.6,0,2,1,50.4,19.26735,19.28244,126.69,8229.36,2068.56,42.88,958.86,,1413.352,327,4110,0
Michigan,44,2012,4.85E+07,5.25E+07,57,3,0,0,0,85.7,0,2,2,14.3,17.69699,17.77647,91.67,5193.84,435.54,,486.984,,1283.248,114,2673,1
Michigan,44,2012,1.21E+07,1.11E+07,26,2,0,0,0,79.8,0,2,2,20.2,16.30938,16.22165,26.78,3917.82,421.26,,127.392,,451.472,20,624,2
Michigan,44,2012,2.01E+07,2.07E+07,20,1,0,0,0,84.9,0,2,2,15.1,16.81652,16.84561,20.6,474.3,12.24,,178.236,,173.472,4,293,0
Michigan,44,2012,1.85E+07,1.94E+07,25,2,0,0,0,94.8,1,2,2,5.199997,16.73223,16.77894,25.75,402.9,10.2,,141.624,,146.784,5,179,2
Michigan,44,2012,4.42E+07,4.73E+07,25,2,0,0,0,91.1,1,2,2,8.900002,17.60419,17.67284,15.45,145.86,,,98.604,,57.824,,71,2
Michigan,44,2012,9645719,9252908,25,2,0,0,0,85.5,1,2,2,14.5,16.08203,16.04045,25.75,1043.46,12.24,,308.04,,388.088,4,563,1
Michigan,44,2012,6.23E+07,6.17E+07,62,3,0,0,0,92.6,1,2,2,7.400002,17.94771,17.93803,11.33,481.44,19.38,,89.184,,142.336,7,177,0
Michigan,44,2012,3.80E+07,3.82E+07,25,2,0,0,0,94.8,1,2,2,5.199997,17.45437,17.45964,25.75,998.58,65.28,,179.952,,346.944,18,503,0
Michigan,44,2012,3.37E+07,3.55E+07,44,2,0,0,0,96.1,1,2,2,3.900002,17.33396,17.38638,25.75,639.54,15.3,,140.772,,193.488,17,327,1
Michigan,44,2012,1.51E+07,1.47E+07,22,1,0,0,0,92.6,1,2,2,7.400002,16.52791,16.50554,49.44,2288.88,624.24,,430.572,,683.88,66,1815,0
Michigan,44,2012,6653307,7054072,15,1,0,0,0,94.8,1,2,2,5.199997,15.71062,15.76912,15.45,149.94,,,79.368,,73.392,,117,1
Michigan,44,2012,1.11E+07,1.09E+07,54,3,0,0,0,96.1,1,2,2,3.900002,16.22068,16.20296,67.98,5574.3,346.8,,468.576,,1150.92,66,2041,0
Michigan,44,2012,3.19E+07,3.05E+07,63,3,0,0,0,75.7,1,2,2,24.3,17.27894,17.23243,15.45,1511.64,11.22,,128.076,,190.152,5,279,1
Michigan,44,2012,9.04E+07,8.93E+07,139,4,0,0,3,71.5,0,2,2,28.5,18.32024,18.30799,84.46,6558.6,595.68,,757.668,,1418.912,140,2810,2
Michigan,44,2012,7.26E+07,7.97E+07,80,3,0,0,3,96,1,2,2,4,18.10047,18.19422,25.75,2868.24,60.18,,304.824,,683.88,22,907,1
